ALAN JOHN ALEXANDER MCBRIDE, PERMANENTE, UFPEL, https://www.escavador.com/sobre/572104/alan-john-alexander-mcbride, ;;;;;;;;;;
ANGELA NUNES MOREIRA, COLABORADOR, UFPEL, https://www.escavador.com/sobre/3742660/angela-nunes-moreira, ;;;;;;;;;;
ANGELITA DA SILVEIRA MOREIRA, PERMANENTE, UFPEL, https://www.escavador.com/sobre/3286068/angelita-da-silveira-moreira, ;;;;;;;;;;
ANTONIO COSTA DE OLIVEIRA, PERMANENTE, UFPEL, https://www.escavador.com/sobre/7833488/antonio-costa-de-oliveira, ;;;;;;;;;;
CARLOS CASTILHO DE BARROS, COLABORADOR, UFPEL, https://www.escavador.com/sobre/5976095/carlos-castilho-de-barros, ;;;;;;;;;;
CESAR VALMOR ROMBALDI, PERMANENTE, UFPEL, https://www.escavador.com/sobre/7340821/cesar-valmor-rombaldi, ;;;;;;;;;;
CLAUDIO MARTIN PEREIRA DE PEREIRA, PERMANENTE, UFPEL, https://www.escavador.com/sobre/7161134/claudio-martin-pereira-de-pereira, ;;;;;;;;;;
DAIANE DRAWANZ HARTWIG, PERMANENTE, UFPEL,https://www.escavador.com/sobre/572134/daiane-drawanz-hartwig, ;;;;;;;;;;
DIEGO DA SILVA ALVES, PERMANENTE, UFPEL, https://www.escavador.com/sobre/9542882/diego-da-silva-alves, ;;;;;;;;;;
FABIANA KOMMLING SEIXAS, PERMANENTE, UFPEL, https://www.escavador.com/sobre/8194427/fabiana-kommling-seixas, ;;;;;;;;;;
FABIO PEREIRA LEIVAS LEITE, PERMANENTE, UFPEL, https://www.escavador.com/sobre/3425601/fabio-pereira-leivas-leite, ;;;;;;;;;;
FABRICIO ROCHEDO CONCEICAO, PERMANENTE, UFPEL, https://www.escavador.com/sobre/3425594/fabricio-rochedo-conceicao, ;;;;;;;;;;
FREDERICO SCHMITT KREMER, PERMANENTE, UFPEL,https://www.escavador.com/sobre/572145/frederico-schmitt-kremer;;;;;;;;;;
LUCIANO DA SILVA PINTO, PERMANENTE, UFPEL, https://www.escavador.com/sobre/710192/luciano-da-silva-pinto, ;;;;;;;;;;
LUCIELLI SAVEGNAGO, PERMANENTE, UFPEL, https://www.escavador.com/sobre/2052054/lucielli-savegnago, ;;;;;;;;;;
MARCIO NUNES CORREA, PERMANENTE, UFPEL, https://www.escavador.com/sobre/6505519/marcio-nunes-correa, ;;;;;;;;;;
ODIR ANTONIO DELLAGOSTIN, PERMANENTE, UFPEL, https://www.escavador.com/sobre/8194415/odir-antonio-dellagostin, ;;;;;;;;;;
PATRICIA DIAZ DE OLIVEIRA, COLABORADOR, UFPEL, https://www.escavador.com/sobre/9510142/patricia-diaz-de-oliveira, ;;;;;;;;;;
PEDRO EDUARDO ALMEIDA DA SILVA, PERMANENTE, UFPEL, https://www.escavador.com/sobre/4903956/pedro-eduardo-almeida-da-silva, ;;;;;;;;;;
SIBELE BORSUK, PERMANENTE, UFPEL, https://www.escavador.com/sobre/572144/sibele-borsuk, ;;;;;;;;;;
THOMAZ LUCIA JUNIOR, PERMANENTE, UFPEL, https://www.escavador.com/sobre/6505512/thomaz-lucia-junior, ;;;;;;;;;;
TIAGO VEIRAS COLLARES, PERMANENTE, UFPEL, https://www.escavador.com/sobre/6780520/tiago-veiras-collares, ;;;;;;;;;;
VANESSA GALLI, COLABORADOR, UFPEL, https://www.escavador.com/sobre/8773682/vanessa-galli, ;;;;;;;;;;
VINICIUS FARIAS CAMPOS, PERMANENTE, UFPEL, https://www.escavador.com/sobre/6776797/vinicius-farias-campos, ;;;;;;;;;;
WLADIMIR PADILHA DA SILVA, PERMANENTE, UFPEL, https://www.escavador.com/sobre/1071481/wladimir-padilha-da-silva, ;;;;;;;;;;
;;;;;;;;;;
ADENISE LORENCI WOICIECHOWSKI, PERMANENTE, UFPR, https://www.escavador.com/sobre/7892729/adenise-lorenci-woiciechowski,;;;;;;;;;;
ADRIANE BIANCHI PEDRONI MEDEIROS, PERMANENTE, UFPR, https://www.escavador.com/sobre/6549496/adriane-bianchi-pedroni-medeiros;;;;;;;;;;
ALEXANDRE DIAS TAVARES COSTA, COLABORADOR, UFPR, https://www.escavador.com/sobre/384391/alexandre-dias-tavares-costa;;;;;;;;;;
CARLOS RICARDO SOCCOL, PERMANENTE, UFPR, https://www.escavador.com/sobre/6549491/carlos-ricardo-soccol;;;;;;;;;;
CRISTINE RODRIGUES, COLABORADOR, UFPR, https://www.escavador.com/sobre/5779241/cristine-rodrigues;;;;;;;;;;
EDUARDO BITTENCOURT SYDNEY, COLABORADOR, UFPR, https://www.escavador.com/sobre/7798786/eduardo-bittencourt-sydney;;;;;;;;;;
GILBERTO VINICIUS DE MELO PEREIRA, PERMANENTE, UFPR, https://www.escavador.com/sobre/7192180/gilberto-vinicius-de-melo-pereira;;;;;;;;;;
JORGE ALBERTO VIEIRA COSTA, PERMANENTE, UFPR, https://www.escavador.com/sobre/2016404/jorge-alberto-vieira-costa;;;;;;;;;;
JULIANA FERREIRA DE MOURA, PERMANENTE, UFPR, https://www.escavador.com/sobre/9241707/juliana-ferreira-de-moura;;;;;;;;;;
JULIO CESAR DE CARVALHO, PERMANENTE, UFPR, https://www.escavador.com/sobre/7798780/julio-cesar-de-carvalho;;;;;;;;;;
LUCIANA PORTO DE SOUZA VANDENBERGHE, PERMANENTE, UFPR, https://www.escavador.com/sobre/5980517/luciana-porto-de-souza-vandenberghe;;;;;;;;;;
